LANDUSE_TYPE,USER,PIPE DIAM,VENDOR,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
H2,MI,0.5,SHLUMBERGER,12,14,16,14,17,18,41,17,13,20,14,14,15,14,13,20,17,16,21,28,36,29,34,22,21,18,14,16,15,15,15,13,14,14,11,8,3,6,4,6,2,10,7,5,13,5,7,5,5,8,8,3,4,5,5,5,4,0,21,6,6,6,6,7,8,12,12,8,9,2,5,3,5,5,7,7,7,19,15,8,15,11,15,8
H3,SOCIAL,0.5,MSDELAUNET,21,12,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,17,7,9,15,13,12,12,15,14,13,12,22,5,5,11,8,17,6,45,16,10,9,11,10,8,10,9,5,11,23,20,13,9,13,14,15,13,0,9,9,13,18,9,11,11,10,11,11,22,11,12,13,13,13,12,13,13,13,13,13
H3,MI,0.5,Otras / desconocida,34,25,27,17,9,23,49,24,50,38,31,34,36,34,30,33,31,0,40,15,24,23,22,20,0,17,17,16,15,17,13,15,15,14,14,15,15,14,15,14,14,14,14,14,14,13,13,13,13,13,12,12,12,12,11,0,9,0,7,0,0,0,0,1,0,10,10,3,3,3,3,3,3,3,4,24,24,24,24,24,24,24,24,24
MX,MI,0.5,CICASA / DE LA UNET,17,12,9,12,20,14,17,17,12,13,15,7,14,7,15,10,8,7,16,19,9,20,17,15,18,5,28,18,16,18,18,17,19,17,17,17,17,16,16,16,46,20,15,21,22,22,24,24,24,24,22,23,23,23,22,22,23,22,22,22,22,21,21,21,21,21,20,22,22,21,21,20,21,21,21,21,21,20,21,21,21,21,21,21
MX,MI,0.5,MSDELAUNET,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,10,10,10,10,10,10,10,10,10,22,22,22,22,22,22,23,23,23,23,23,23,23,22,21,22,22,22,21,0,20,20,20,20,19,19,19,18,18,18,18,19,19,19,19,19
H3,MI,0.5,CICASA MMD-15 S,21,21,21,21,21,21,21,21,21,21,21,21,21,21,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,7,7,7,7,10,7,7,10,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,0,3,3,3,3,3,3
H2,SOCIAL,0.5,SHLUMBERGER,5,5,4,7,8,6,7,7,4,7,6,7,5,6,7,7,2,5,9,8,5,8,2,1,3,1,3,3,2,3,5,2,2,1,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,40,5,6,6,42,10,33,20,15,18,38,34,48,23,24,26,28,38
H3,MI,0.5,NAN,18,18,17,17,17,16,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,12,12,12,12,12,12,12,11,11,0,9,9,8,7,0,8,2,8,5,4,4,5,4,4,4,4,4,4,3,3,24,23,23,23,22,22,22,21,21,21,21,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H2,MI,0.5,MSDELAUNET,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,18,30,28,25,42,31,33,27,27,18,27,31,24,25,29,27,28,29,31,28,27,28,30
H2,MI,0.5,MSDELAUNET,21,13,23,23,29,21,24,23,18,21,21,18,19,16,15,25,22,16,24,21,27,25,17,16,17,17,17,19,17,18,23,15,15,10,14,13,13,16,11,17,10,15,13,19,17,14,17,15,15,10,14,19,20,18,14,16,15,16,10,10,12,12,14,14,10,11,11,14,12,12,18,10,13,13,13,13,13,13,0,10,9,9,13,10
H3,MI,0.5,NAN,15,15,15,15,15,14,0,3,2,2,14,2,0,0,3,8,1,13,12,3,0,0,10,5,5,0,1,0,0,27,10,14,15,19,14,18,16,17,17,22,29,20,17,36,25,24,24,23,24,25,0,42,69,30,30,32,33,38,38,32,33,0,45,53,151,59,56,48,49,50,15,15,15,15,15,15,15,15,15,15,15,15,15,15
H3,SOCIAL,0.5,CICASA MMD-15 S,30,23,22,31,32,27,37,47,41,43,37,27,35,28,32,44,28,26,25,33,32,25,30,0,22,18,23,24,27,27,33,32,35,20,37,24,26,29,24,28,22,30,38,41,36,38,31,26,28,28,24,31,32,38,40,41,46,35,25,22,26,22,10,35,43,26,14,15,20,17,30,19,15,15,22,35,27,15,10,6,9,9,12,14
H3,MI,0.5,CICASA MMD-15 S,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,9,10,11,11,14,16,21,13,11,12,9,10,11,11,9,11,12,11,11,9,9,8,9,9,7,10,9,9,9,8,8,8,17,9,14,14,11,24,11,15,14,10,7,13,13,10,14,13,13,12,0,11,8,10,10,11,10,10
H3,MI,0.5,CICASA MMD-15 S,12,9,7,10,18,9,12,13,11,16,24,15,14,9,8,15,15,17,18,24,18,18,18,9,17,10,11,12,26,14,17,16,17,16,10,16,17,20,15,17,11,18,26,19,19,20,18,18,18,14,11,19,17,24,25,22,19,23,25,14,18,19,19,21,24,28,20,25,22,22,26,18,20,19,22,1,20,24,26,18,31,19,13,0
H3,HI,0.5,Cicasa NG 1/2,15,15,15,15,15,3,6,5,5,6,7,5,7,6,5,7,10,7,5,6,5,7,4,6,5,7,8,6,9,7,8,7,7,9,8,9,7,6,8,10,11,10,13,13,9,10,10,12,10,12,8,13,15,12,11,14,11,12,11,10,11,11,11,12,15,14,12,19,13,12,15,16,17,14,16,18,15,15,15,16,15,17,15,16
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1,16,15,0,9,10,6,8,7,8,6,9,6,8,6,11,8,11,12,9,10,10,10,11,10,9,9,0,11,12,11,8,8,8,9,0,9,9,8,10,10,13,10,11,12,15,13,10,9,8,16,13,10,12,14,13,13,9,10,8,8,10,30,11,10,13,11,13,10,9
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,22,17,17,16,15,15,15,15,23,19,15,20,19,15,20,16,18,18,17,20,20,19,24,15,16,17,18,19
H3,SOCIAL,0.5,MSDELAUNET,3,3,2,4,5,3,4,5,4,4,5,6,6,4,4,4,25,8,0,8,4,10,8,7,5,7,7,5,7,5,5,6,6,5,7,5,8,9,9,6,11,21,24,17,18,13,13,10,10,6,3,10,8,12,10,10,10,8,12,9,9,8,8,8,7,8,13,14,12,12,13,8,12,9,6,8,9,7,8,11,5,5,6,5
H2,MI,0.5,CICASA MMD-15 S,21,14,15,15,21,15,17,16,16,18,16,11,13,8,13,13,12,0,16,17,35,35,52,3,12,8,7,7,7,13,14,8,7,2,13,9,9,10,7,11,7,12,11,11,12,9,15,9,10,13,11,8,2,22,16,12,25,15,17,7,10,18,10,10,14,5,19,17,18,18,16,11,19,16,20,15,14,14,17,24,20,17,12,9
H2,MI,0.5,CICASA MMD-15 S,0,19,4,5,5,5,6,7,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,10,1,1,1,2,2,0,23,23,11,14,11,3,17,20,17,16,17,14,10,10,11,10,12,14,22,12,12,11,9,10,10,10,9,10,20,12
H3,MI,0.5,CICASA MMD-15 S,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,19,19,19,19,18,18,18,18,18,17,17,17,17,17,17,16,16,16,16,16,15,15,15,20,16,15,16,16,15,16,15,15,15,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
H3,MI,0.5,ACTARIS,8,17,21,15,17,13,15,18,14,10,10,12,9,6,7,13,11,14,11,10,8,10,19,7,9,12,33,15,10,14,14,10,10,12,7,10,10,0,7,11,14,13,8,10,10,8,8,6,7,6,4,4,1,3,4,1,2,3,2,2,4,2,52,1,10,10,11,8,10,5,2,11,0,1,2,6,0,6,5,5,4,4,4,4
MX,MI,0.5,CICASA MMD-15 S,13,10,10,10,13,10,13,13,12,11,13,10,13,12,10,14,10,14,18,16,23,23,6,16,2,10,10,11,12,15,15,19,15,16,12,14,9,10,9,13,9,17,16,19,29,6,14,11,11,9,7,2,14,16,13,10,10,12,9,11,10,10,11,9,11,9,9,16,11,12,10,11,11,11,14,11,6,10,12,11,8,11,14,11
H3,MI,0.5,NAN,10,10,20,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,10,10,20,20,20,20,20
MX,COM,0.5,MSDELAUNET,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,2,2,2,1,1,0,24,24,24,24,15,27,25,31,26,23,33,30,49,45,53,50,50,95,39,31,15,33,8,24,34,16,0,0,0,25
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,20,20,20,13,30,28,14,10,16,17,19,16,15,10,21,20,24,17,17,17,19,18,18,17,17,17,17,16,16,16,16,15,15,15,15,15,14,14,14,13,14,10,14,10,0,24,19,22,22,25,27,22,0,29,21,20,23,23,23,23,20,25,22,24,28,20,27,23,14,22,21,20,18
H3,HI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H3,MI,0.5,CICASA MMD-15 S,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,7,7,28,38,16,0,2,6,7,11,12,10,12,12,13,9,9,9,10,10,10,11,11,11,10,10,10
H3,MI,0.5,CICASA MMD-15 S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,15,15,4,8,8,8,7,8,13,10,11,11,10,4,1,8,0,5,4,1,7,6,5,5,5,4,4,4,5,5,5
H3,MI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,32,16,7,1,1,13,19,8,6,15,3,0,1,8,0,1,5,13,11,10,7,2,1,1,0,0,5,0,1
H3,HI,0.5,NAN,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,25,6,0,14,20,16,20,12,13,15,15,14,14,13,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,8,9,9,9,25,25,25,25,25,25,25,25,25,25,25,25,25,25
H3,MI,0.5,NAN,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1,24,23,22,21,20,18,21,20,20,19,19,19,19,18,18,18,18,18,17,17,17,16,16,16,16,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,12,12,13,13,13,13,13,13,13,30,30,30,30,30,30,30,30,30,30
H3,MI,0.5,CICASA MMD-15 S,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36,0,62,29,28,27,25,25,20,21,23,18,17,16,14,15,17,15,13,12,12,13,11,11,10,9,10,10,10,9,9,9,9,9,8,8,8,8,8,0,31,10,10,10,11,11,0,16,24,36,46,17,19,18,18,19,20,20,0,3,2,0,0,0,0,0,0,5
H3,MI,0.5,CICASA MMD-15 S,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,19,19,19,18,18,18,18,18,17,17,17,17,17,17,16,16,16,16,15,15,15,15,15,14,14,14,14,14,13,13,13,12,13,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
H2,MI,0.5,SHLUMBERGER,22,1,23,14,25,22,35,32,24,25,18,15,19,17,24,24,28,28,49,35,37,26,24,22,31,11,17,25,27,28,29,23,26,24,20,24,23,14,21,20,19,0,15,14,19,45,18,35,24,25,11,26,23,24,21,30,32,13,44,19,20,18,17,10,10,0,37,23,48,24,23,23,24,24,25,0,24,24,24,24,24,3,18,11
H3,MI,0.5,Cicasa NG 1/2,22,24,7,14,17,18,20,18,15,17,22,20,26,16,17,21,17,19,18,21,18,21,21,20,24,20,26,21,19,26,24,19,22,23,25,24,22,22,28,34,27,25,20,23,26,19,29,20,21,20,17,21,22,26,19,21,24,18,24,21,23,21,17,21,21,20,19,20,22,18,25,20,24,17,15,24,17,17,21,22,22,16,17,20
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,26,27,39,14,19,15,17,19,19,15,11,8,14,0,11,9,8,8,0,5,60,40,19,21,32,21,6,17,19,29,38,23,21,0,21,21,0,24,29,30,39,33,15,17,22,20,31,28,20,23,25,26,18,29,23,33,29,23,15
H3,MI,0.5,CICASA MMD-15 S,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,11,29,38,39,35,39,37,44,37,37,4,16,17,18,13,30,31,26,28,15,36,17,18,17,19,21,21,38,38,31,24,29,47,39,5,28,27,28,28,25,23,26,27,28,28,25,25,26,26,26,26,26,26,26,26,26,26,26,26
H3,MI,0.5,ACTARIS,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,5,20,17,17,16,0,12,11,16,11,19,11,12,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,0,2,1,1,3,1,6,0,60,4,10,9,8,9,9,11,11,12,13,0,1,0,0,0,0,0,0
H3,MI,0.5,MSDELAUNET,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,30,41,33,20,21,22,22,22,0,2,17,11,8,8,10,20,14,12,12,12,13,13,0,9,11,11,18,10,9,11,11,11,11,10,0,8,8,7,7,6,8,8,8,7,7,7,7,7,24,9,18,14,10,11,13,12,11
H3,MI,0.5,MSDELAUNET,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,15,20,20,11,24,15,17,16,15,10,22,14,11,15,18,37,27,17,14,13,28,6
H3,MI,0.5,SHLUMBERGER,0,0,0,21,54,21,21,23,24,21,26,22,22,22,22,0,18,29,25,2,27,22,25,27,21,32,27,28,34,43,43,32,38,35,33,33,33,40,32,39,37,38,42,32,36,37,32,24,29,23,30,25,30,31,26,27,28,27,28,27,27,2,18,21,2,15,21,20,36,20,20,17,18,13,19,18,25,20,21,21,21,20,20,20
H2,MI,0.5,CICASA MMD-15 S,22,22,22,22,22,21,21,21,21,20,20,20,20,19,19,19,19,19,18,18,18,17,20,18,20,20,20,0,20,20,20,20,20,16,18,0,13,12,12,11,10,9,10,10,10,9,9,9,9,9,42,14,2,14,0,13,15,12,8,9,8,9,27,11,11,12,12,12,12,12,12,12,13,13,13,24,18,24,13,24,12,24,1,24
H3,SOCIAL,0.5,Cicasa NG 1/2,18,18,18,18,18,7,15,15,15,18,18,21,9,10,4,4,0,3,0,0,7,32,22,20,24,44,36,34,30,31,32,26,28,31,27,27,26,22,19,26,29,37,32,37,24,26,40,28,32,28,25,30,22,52,32,24,22,21,24,23,21,24,20,35,28,23,28,22,23,18,22,17,18,12,15,19,21,18,25,24,18,16,21,15
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,3,23,11,8,14,13,11,14,16,14,13,9,7,5,4,8,7,6,6,5,5,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,0,4,4,5,6,5,5,9,9,4,4,1,1,5,10,9,7,6,7,7,2,5,3,3,2,3,10,7,13,11,11,9,20,6,9
H3,MI,0.5,MSDELAUNET,11,11,11,11,11,7,11,11,11,10,12,11,13,11,9,15,11,11,13,15,12,26,19,18,17,29,25,14,17,18,14,12,15,14,13,13,14,17,12,17,10,17,13,16,24,12,24,16,14,15,14,13,12,16,12,18,15,14,14,14,14,14,13,13,0,16,34,18,18,10,19,12,17,17,12,14,17,22,20,19,15,30,21,18
H3,HI,0.5,CICASA MMD-15 S,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,35,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3,4,2,2,3,2,3,3,2,4,6,7,4,8,4,6,2,3,3,2,3,2,3,4,5,3,3,3,2
H3,MI,0.5,NAN,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,10,18,9,8,8,5,7,14,12,19,63,10,10,8,9,8,17,4,11,13,13,10,8,11,10,10,0,6,10,9,10,7,16,21,7,12,8,10,10,8,9,8,10,12,13,11,15,13,11,15,14,10,11,10,11,10,11,15,11,11,8
H3,HI,0.5,CICASA MMD-15 S,3,4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,16,11,9,9,7,11,11,10,14,9,9,11,13,14,8,12,12,12,9,9,8,8,11,7,14,12,9,12,14,12,10
H3,MI,0.5,NAN,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
H3,MI,0.5,MSDELAUNET,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,15,15,15,15,1,5,2,2,7,12,2,1,2,6,8,8,1,2,1,4,0,3,2,2,2,1,1,2,2
H3,HI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,12,11,4,8,5,9,11,15,7,10,15,25,8,7,11,12,12,12,10,10,11,11,10,10,10,10,10,9,9,9,9,9,8,8,8,8,8,7,7,0,18,18,14,18,12,16,15,16,16,14,14,31,13,10,11,12,14,19,26,15,13,10,15,11,10,10,11,11,26,54,86,96,75,51
H3,SOCIAL,0.5,CICASA MMD-15 S,15,37,37,37,37,37,37,37,14,15,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,51,79,70,23,28,28,27,30,29,31,40,41,26,11,29,28,28,26,24,24,25,25,24,24,23,23,23,23,23,46,49,64,75,39,34,24,17,14,19,19,24,29,24,25,29,21,22,26,22,24,24,17,29,24,24,24,23,24,24
H3,MI,0.5,Cicasa NG 1/2,20,20,20,20,20,19,19,19,0,15,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7,1,1,1,3,4,8,8,4,4,5,9
H3,HI,0.5,MSDELAUNET,20,20,20,20,20,19,0,1,13,11,0,3,4,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,9,8,9,3,4,14,5,8,7,9,6,7,9,8,6,10,9,9,7,8,5
H3,MI,0.5,NAN,11,11,11,11,11,11,11,11,11,11,11,10,10,0,0,0,5,0,12,18,0,1,1,0,5,4,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,15,15,15,15,15,15,15,10,15,10,10,10,1,0,1,1,2,6,6,1,2,0,5,3,2,2,3,15,15,15,10,15,15,15,15,15,15,15,15,15,15
H3,MI,0.5,CICASA MMD-15 S,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,17,24,25,21,34,28,9,46,29,44,38,39,40,41,42,32,32,16,17,31,17,18,1,42,30,35,31,32,32,37,29,31,36,32,38,39,37,39,40,33,33,28,24,33,31,31,33,36,30,25,26,24
H3,MI,0.5,CICASA / DE LA UNET,4,7,6,20,7,15,5,1,2,8,6,6,4,9,6,7,20,25,12,6,8,6,8,10,4,15,7,7,0,1,0,0,1,0,0,0,0,0,0,1,5,0,40,8,10,5,7,3,3,3,2,4,5,10,5,5,5,5,5,3,1,3,0,4,5,11,13,8,5,5,5,10,3,2,2,0,6,0,0,4,4,0,6,8
H3,MI,0.5,Cicasa NG 1/2,20,20,20,20,20,20,20,20,20,20,20,20,20,13,11,14,11,17,15,5,11,15,12,13,11,12,12,18,10,13,18,15,16,17,14,13,10,14,12,14,16,17,16,11,13,15,22,15,11,12,11,10,13,18,11,16,16,16,18,17,9,17,13,14,13,15,13,15,17,21,9,13,11,11,12,13,13,13,15,18,24,8,3,10
H3,MI,0.5,Cicasa NG 1/2,20,20,20,20,20,20,20,20,20,20,20,19,21,12,11,19,10,15,12,27,14,23,15,18,12,18,19,15,33,22,15,18,9,14,17,14,12,10,23,18,25,13,9,38,12,21,24,20,20,21,14,19,17,16,13,2,14,6,4,8,20,5,7,3,3,3,0,0,6,0,5,5,3,3,3,18,0,10,18,18,18,0,18,18
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,19,19,15,15,15,20,25,13,15,9,20,16,25,16,10,26,26,18,24,22,28,13,30,16,17,21,29,24,21,20,19,19,23,10,13,10,11,15,16,10,5,7,10,10,9,1,17,18,26,13,5,17,14,16,14,13,17,11,10,17,8,10,6,8,10,8,32,18,4,23,23,11,13,14,14,15,16,16,17
MX,MI,0.5,CICASA / DE LA UNET,11,21,0,25,14,10,11,15,11,12,10,11,12,7,9,11,8,14,10,10,11,10,9,2,2,4,13,13,5,6,8,4,9,11,9,6,8,8,14,4,5,9,6,4,7,5,9,7,8,8,7,7,8,9,11,8,8,14,8,9,9,19,9,22,23,23,14,14,18,15,16,16,17,0,36,12,8,12,13,8,10,62,12,8
H3,MI,0.5,Cicasa NG 1/2,20,20,20,20,20,20,20,20,20,20,10,9,8,8,7,9,7,8,11,12,11,13,11,10,5,6,7,7,13,6,14,11,11,15,12,9,7,8,9,8,17,7,9,5,4,3,8,4,7,8,6,1,2,31,6,21,54,27,10,6,8,5,5,8,12,10,13,19,11,8,10,7,8,10,4,13,10,9,14,11,12,6,15,6
H3,MI,0.5,Cicasa NG 1/2,20,20,20,11,12,14,13,17,13,11,13,9,16,8,7,12,10,7,7,8,9,8,9,8,9,8,9,8,9,13,9,7,8,8,9,9,9,10,8,9,8,14,16,18,10,9,14,10,9,11,5,15,10,18,20,21,14,22,12,10,15,14,10,12,7,5,2,1,1,3,1,1,5,0,2,1,6,11,15,9,10,9,7,9
H3,MI,0.5,Otras / desconocida,12,12,11,12,17,14,29,19,11,14,12,11,10,11,15,13,23,11,13,13,15,15,10,12,14,12,10,10,10,12,14,11,13,13,12,9,18,16,15,16,17,18,12,14,11,14,16,20,20,19,12,17,16,14,14,16,21,16,19,16,19,20,17,14,19,17,25,18,16,18,18,18,18,18,7,17,17,17,17,17,17,17,17,16
H3,MI,0.5,NAN,22,22,22,22,22,22,22,22,22,22,22,22,22,10,11,10,10,10,10,10,10,10,30,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
MX,COM,0.5,NAN,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,0,18,18,17,16,15,14,16,15,15,14,14,14,14,14,14,13,13,13,13,12,12,12,12,12,11,11,0,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,LI,0.5,Cicasa NG 1/2,11,11,11,11,11,10,10,10,10,21,15,12,9,8,7,11,8,7,9,9,8,11,10,11,10,10,10,10,9,11,2,21,9,9,8,7,6,7,7,8,8,10,10,11,13,13,13,12,26,14,0,10,8,14,10,14,9,0,0,0,0,3,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
