LANDUSE_TYPE,USER,PIPE DIAM,VENDOR,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12
H3,SOCIAL,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,71,63,31,18,19,25,28,30,36,34,35,21,17,21,22,24,25,21,21,21,22,22,21,21,20,21,20,20,20,20,20,0,32,18,44,24,20,21,25,12,22,20,30,31,30,24,26,34,19,19,16,15,20,18,31,26,61,23,18,23,12
H2,MI,0.5,NAN,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,23,1,10,0,0,0,0,10,10,10,10,10,10,10,10,10,23,10,10,10,10,10,23,23,10,23,23,23,23,23
H3,MI,0.5,CICASA MMD-15 S,1,2,12,11,11,9,7,8,9,9,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,0,6,5,1,7,8,10,5,10,10,9,9,6,8,14,15,12,13,14,8,3,7,12,15,18,8,12,11,12,21,7,6,4,11,0
MX,COM,0.5,CICASA MMD-15 S,23,23,23,23,23,22,22,22,22,22,21,21,21,20,20,20,19,20,19,19,19,18,19,18,18,17,17,0,17,14,0,3,2,1,5,3,11,11,16,13,11,16,22,13,16,11,11,10,12,13,10,5,17,24,21,25,29,11,11,11,9,8,12,8,11,12,10,11,12,15,13,23,14,12,2,8,8,7,11,3,15,12,19,11
H3,MI,0.5,MSDELAUNET,18,0,1,1,2,1,14,29,21,20,16,15,18,17,12,20,16,18,21,35,28,6,37,17,22,15,20,19,21,18,18,18,19,39,17,16,17,11,12,16,14,14,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,14,9,8,11,8,8,7,7,9,10,9,9,0,8,8,8,2,6,8,22,22,0,18,22,22
H3,SOCIAL,0.5,MSDELAUNET,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,0,17,16,0,1,3,6,4,4,5,2,3,2,4,7,6,10,3,7,4,4,18,0,2,4,1,1,3,3,2,2,2,2,2,2,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
H2,MI,0.5,CICASA / DE LA UNET,3,2,3,7,3,3,10,3,2,3,10,8,2,15,4,8,8,6,7,8,6,6,6,6,6,6,5,5,5,5,5,5,4,4,4,4,4,4,3,10,4,4,4,4,0,14,5,5,5,5,5,6,5,5,5,5,5,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,15,5,14,6,6,6,29
H3,MI,0.5,NAN,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,5,24,29,17,17,46,50,93,87,42,55,10,14,12,15,12,11,12,11,20,15,16,15,31,19,37,70,10
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,2,19,7,10,11,12,18,15,9,18,20,16,14,13,14,12,14,15,15,15,10,10,16,17,10,8,11,11,12,11,10,10,10,10,10,10,9,9,0,15,16,17,30,16,18,17,11,15,14,15,14,12,15,13,14,14,12,9,10,13,12,12,11,9,15,11,10,13,14,12,15,12,13
MX,MI,0.5,AZTECA,0,13,19,22,6,0,0,0,0,1,1,0,0,0,0,0,0,3,9,23,39,39,13,14,13,10,12,7,11,11,0,0,0,0,1,2,0,0,0,16,10,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,24,6,4,5,6,6,7,5,5,5,7,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
H3,MI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,19,18,18,18,18,17,17,17,17,17,16,16,16,16,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,0,14,64,65,21,12,10,30,20,25,19,19,19,21,20,20,19,19,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H3,SOCIAL,0.5,Cicasa NG 1/2,10,10,10,10,10,10,10,10,10,10,41,27,31,23,20,28,23,25,22,29,24,34,29,23,23,24,21,28,25,22,20,26,22,21,22,20,18,19,21,20,23,22,22,25,26,19,30,23,21,23,22,22,25,7,44,30,25,24,23,22,24,26,22,23,28,23,24,24,24,22,26,23,28,23,22,24,16,18,20,23,22,22,19,14
H3,SOCIAL,0.5,CICASA / DE LA UNET,9,6,6,5,8,13,7,18,21,14,18,12,18,7,8,11,7,12,11,22,19,16,9,6,11,6,7,10,12,13,16,15,17,12,13,6,10,7,9,14,13,15,15,12,16,15,14,11,10,8,5,18,13,21,12,18,14,31,15,9,4,10,15,13,15,10,34,22,16,11,1,13,15,15,15,15,15,15,16,14,13,13,13,14
H3,MI,0.5,MSDELAUNET,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23,23,23,23,23,23,23,10,10,11,14,14,14,12,9,10,12,7,9,7,6,8,10,9,14,9,17,12,9,9
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,19,19,19,18,18,18,18,17,17,17,17,16,10,15,15,14,14,13,13,13,13,13,0,12,16,10,15,10,13,11,2,3,3,8,4,2,2,2,13,17,12,10,8,11,10,4,3,2,1,4,6,9,14,21,8,8,8
H3,MI,0.5,Cicasa NG 1/2,15,15,15,15,15,15,15,15,15,15,34,27,22,18,14,28,16,13,17,14,10,18,29,24,19,28,15,10,9,23,9,10,11,14,12,13,12,14,13,14,16,13,11,15,13,14,14,13,12,16,11,12,16,20,17,24,17,14,13,14,15,21,15,15,23,62,30,27,39,35,39,22,17,20,26,18,22,21,25,32,23,28,23,21
H3,HI,0.5,CICASA MMD-15 S,12,9,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,5,5,5,5,5,4,0,7,14,12,26,25,16,16,23,20,6,8,14,18,19,17,21,19,10,7,11,9,11,9,7,10,9,10,9,15,8,10,10,6
H3,SOCIAL,0.5,Cicasa NG 1/2,0,6,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,5,3,0,4,1,0,0,0,0,0,0,15,2,14,21,8,9,11,10,12,11,10,10,11,11,11,11,11,11,11,18,18,18,18,18,18,18,18,18
H3,MI,0.5,Cicasa NG 1/2,10,10,10,10,10,6,9,9,8,8,0,1,16,11,10,3,1,11,14,10,58,10,11,9,7,7,6,3,5,2,2,3,5,17,9,11,9,4,9,11,10,11,10,12,12,7,3,3,3,2,2,2,4,5,2,6,11,9,0,0,0,0,33,79,4,3,5,5,12,13,14,0,15,15,17,0,8,8,9,9,10,9,9,9
MX,MI,0.5,NAN,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
H3,SOCIAL,0.5,MSDELAUNET,32,29,34,37,43,25,33,31,26,26,26,23,19,16,13,26,22,19,17,18,22,38,31,28,20,17,17,17,20,14,23,20,22,14,12,13,16,15,5,39,16,17,23,19,19,21,0,12,8,14,4,29,18,14,32,20,21,10,18,18,19,17,16,16,17,0,9,27,20,16,16,16,15,15,16,15,15,15,16,17,16,0,29,15
H3,MI,0.5,Cicasa NG 1/2,20,20,20,20,20,20,20,20,20,20,8,6,11,4,1,7,7,9,9,10,5,13,11,10,7,10,10,8,10,8,8,0,1,2,2,0,0,1,0,1,3,3,11,17,3,2,3,2,1,2,1,6,5,5,5,4,2,2,3,2,2,0,1,3,12,12,12,5,5,5,5,5,0,5,6,7,0,3,3,4,3,3,4,3
H3,MI,0.5,Cicasa NG 1/2,10,10,10,10,10,10,10,20,20,20,15,13,19,11,14,13,13,13,12,14,6,13,10,12,10,13,10,12,10,24,7,10,12,11,13,13,18,18,19,15,19,26,18,26,40,30,35,12,15,12,12,16,12,20,16,22,21,15,25,16,20,19,18,19,19,10,17,18,18,18,17,17,17,17,17,17,17,17,17,17,17,17,17,17
H3,MI,0.5,CICASA MMD-15 S,18,18,18,0,0,11,10,0,28,50,16,19,20,21,0,20,15,15,15,14,13,15,14,14,13,13,13,13,13,13,12,12,12,12,12,11,11,0,9,9,8,7,7,6,7,7,6,6,6,6,0,5,3,24,24,4,0,23,9,7,14,5,0,8,3,12,5,14,17,10,9,10,8,13,9,14,17,10,16,12,12,12,12,12
H3,HI,0.5,CICASA MMD-15 S,20,20,20,19,6,15,16,45,34,45,29,12,11,9,9,15,9,14,13,25,7,14,13,14,14,14,12,13,13,13,13,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,9,8,0,7,18,10,0,10,7,8,8,22,22,15,11,12,12,27,13,14,14,15,6,54,18,18,18,18,20,20,19
H3,SOCIAL,0.5,MSDELAUNET,8,11,6,8,14,11,21,11,0,8,5,6,7,5,4,6,6,17,14,10,5,10,7,5,6,11,5,10,13,12,11,6,7,12,14,15,1,5,8,24,8,10,18,9,12,0,10,5,6,5,3,7,9,11,24,6,10,10,11,9,10,12,10,10,10,44,15,19,8,14,15,15,16,16,16,17,17,18,16,0,9,14,14,0
H3,MI,0.5,CICASA MMD-15 S,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,15,15,10,9,13,14,15,12,15,13,13,7,9,20,10,8,11,13,10,16,16,10,18,14,11,12,14,9,18,14,16,10,26,24,10,10,10,10,10,35,17,9,33,24,21,16,15,17,17,18,18,19,19,19,20,19,18,18,18,18,18
MX,COM,1,ELSTER,56,90,76,131,117,291,171,174,205,90,143,110,38,31,30,28,17,42,30,105,56,134,119,79,52,64,64,45,42,39,79,87,41,58,54,73,48,32,54,46,65,74,204,74,52,77,181,98,85,62,40,52,50,54,78,79,66,78,92,50,32,39,46,75,39,115,92,47,50,37,46,52,122,136,51,58,47,85,87,53,48,53,61,77
H3,MI,0.5,CICASA MMD-15 S,18,17,17,18,17,16,17,17,16,16,16,16,16,15,15,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,10,10,9,9,8,8,8,8,8,8,7,7,7,7,7,0,9,4,11,8,11,13,15,10,2,9,9,4,8,6,6,8,8,8,8,7,7,7,7,7,20,11,20,0,12,8,5,5,3
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,44,36,36,40,48,42,54,63,57,42,36,33,44,32,46,36,26,35,34,30,29,31,28,26,24,30,35,27,28,28,28,28,28,27,23,25,25,28,25,27,29,24,22,28,26,29,25,21,27,22,23,23,28,22,21,30,22
H3,SOCIAL,0.5,NAN,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
H3,SOCIAL,0.5,CICASA MMD-15 S,4,4,0,0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,10,5,4,7,12,4,4,5,5,7,7,6,6,9,8,6,7,5,3,4,2,2,2,2,3,4,2,0,1,0,1
H3,HI,0.5,MSDELAUNET,10,10,10,10,10,10,10,10,10,10,10,10,10,3,1,21,13,12,9,12,8,12,9,5,9,8,8,8,7,7,7,7,7,7,6,6,6,6,6,6,5,5,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,0,14,0,10,5,4,6,6,4,7,5,4,15,9,7,7,7,7,7,7,7
MX,COM,0.5,CICASA / DE LA UNET,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,3,3,6,4,2,9,7,7,5,11,15,16,8,10,7,31,14,14,7,6,13,9,11,9,20,14,6,12,11,16,7,14,9,10,16,8,10,0
H3,SOCIAL,0.5,CICASA MMD-15 S,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,13,8,25,12,16,8,13,13,12,14,12,8,10,34,12,12,14,14,2,32,23,25,22,29,23,22,26,23,22,17,13,16,18,18,10,15,5,10,21,21,21,22,23,12,13,12,11,11,11,12,12,12,12,8,11,11,11,11,19,12,12
H3,MI,0.5,CICASA MMD-15 S,20,20,20,20,20,20,20,20,19,19,19,19,19,18,0,15,14,14,13,12,11,12,12,12,11,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,0,0,0,0,2,7,1,10,9,15,13,4,4,7,13,11,14,11,9,8,7,7,18,6,9,3,3,2,8,8,0,6,6,6
H2,MI,0.5,CICASA MMD-15 S,22,10,12,12,13,10,5,3,5,6,5,3,3,3,9,3,5,12,16,9,11,9,10,11,10,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,0,15,15,15,15,15,15,15,15,15,15,15,15,13,16,9,17,30,16,16,0,8,9,8,12,10,3,13,8,11,15,11,7,10,10,10,10,10,10,10,10,10
H3,MI,0.5,NAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,36,13,10,12,14,14,16,13,13,13,13,13,13,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,8,8,8,8,8,8,7,7,8,8,8,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H3,MI,0.5,NAN,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
H3,MI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,19,0,2,4,7,6,6,10,4,10,8,8,6,6,20,20,20,10,20,20,20,20,20,20
H3,MI,0.5,Cicasa NG 1/2,11,11,11,11,11,2,7,8,16,26,8,5,1,0,0,1,0,1,1,0,0,3,1,1,0,1,0,8,11,16,11,15,17,7,12,12,12,12,11,10,11,16,0,4,8,7,5,6,5,5,0,13,8,12,9,17,22,1,11,0,9,9,8,6,7,6,7,9,8,7,10,15,15,15,15,15,11,11,12,12,12,13,13,13
H3,MI,0.5,NAN,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,30,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,10,15,10,10,15,10,10,15,10,9,0,0,10,0,0,0,3,3,3,15,10,15,10,15,10,10,15,10,15,15,15,15,15
H3,MI,0.5,MSDELAUNET,30,30,30,30,30,30,10,10,10,10,10,10,10,10,10,0,10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,30,30,30,30,10,10,10,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,14,0,5,7,1,2,1,4,2,3,4,6,2,3,2,3,4,2,4,3,2,9,2,6
H3,MI,0.5,MSDELAUNET,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23,23,23,23,23,23,23,23,22,0,13,12,16,13,13,14,14,10,9,9,10,9,8,2,10,21,11,9,14,5
H3,MI,0.5,CICASA MMD-15 S,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,25,25,25,24,24,24,24,23,23,23,23,22,22,22,22,21,21,21,21,20,20,20,20,20,19,0,4,38,19,13,14,14,16,14,5,10,13,15,15,16,14,13,13,13,13,13,13,13,14,14,14,14,13,14
H3,SOCIAL,0.5,NAN,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
H3,SOCIAL,0.5,MSDELAUNET,21,22,24,30,50,43,31,49,28,31,26,21,23,28,3,30,32,29,34,42,26,30,25,0,39,15,22,13,26,24,28,31,28,45,31,30,31,7,18,26,2,18,16,14,15,14,13,14,14,13,13,13,13,13,12,0,9,9,8,7,7,0,24,31,12,13,9,12,12,12,13,13,14,10,14,30,26,39,44,24,21,0,21,21
H3,MI,0.5,CICASA MMD-15 S,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,34,18,21,50,20,23,30,17,17,11,12,19,10,13,7,4,9,10,32,7,11,12,13,14,14,11,12,12,12,12,0,133,20,159,172,193,241,197,214,283,195,151,166,84,37,44,19,40,36,42,9,6,7,8,7,5,6,5,5
H3,MI,0.5,NAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,5,16,8,10,6,6,7,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H3,SOCIAL,0.5,CICASA MMD-15 S,30,31,29,29,29,28,29,29,28,28,27,27,27,26,26,26,0,20,18,39,31,27,25,26,27,0,10,15,19,20,23,19,27,25,22,22,8,10,20,17,19,16,16,20,21,22,22,18,21,22,14,26,25,25,21,49,38,28,12,1,24,24,20,17,16,16,19,22,20,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19
MX,COM,0.5,CICASA MMD-15 S,4,2,1,2,4,2,1,3,2,3,18,1,2,1,1,1,0,2,0,1,4,2,4,10,4,24,8,1,0,20,20,12,0,0,0,6,0,2,0,0,0,1,0,0,0,0,60,1,3,1,2,1,2,3,2,1,3,5,0,2,0,4,2,2,2,1,1,4,1,1,2,1,3,5,3,2,1,2,2,1,2,2,2,2
H3,MI,0.5,Cicasa NG 1/2,10,10,10,10,10,2,0,7,17,8,7,5,5,3,3,4,4,2,1,4,2,4,7,5,5,8,5,5,5,10,10,0,5,0,2,4,2,4,3,3,6,9,11,10,8,7,9,6,7,6,4,6,6,5,5,5,0,5,7,6,6,11,9,6,9,5,7,6,11,8,8,9,7,7,8,10,7,8,8,8,7,10,8,7
H1,HI,0.5,NAN,24,24,23,23,23,22,22,22,22,21,21,21,21,20,20,20,20,20,20,20,19,19,19,19,19,18,18,18,18,18,17,17,17,16,16,16,16,15,15,15,15,15,14,14,14,14,14,13,13,13,12,13,12,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,22,22,22,22,22,22,22,22,22,22,22,22,22,22
H3,MI,0.5,NAN,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,0,2,3,4,7,0,2,10,9,8,20,20,20,20,20,20,20,20,20,20,20,20,20,20
H3,MI,0.5,CICASA MMD-15 S,15,8,17,10,32,8,15,9,11,12,11,7,10,10,9,27,10,15,6,13,11,4,20,6,31,24,22,26,38,28,13,14,11,8,11,12,13,9,11,12,10,14,12,13,27,21,9,17,10,21,16,19,11,13,16,12,14,13,0,10,10,9,8,8,0,40,12,11,20,12,13,13,13,13,14,38,11,18,15,11,15,15,13,10
H3,HI,0.5,Cicasa NG 1/2,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,45,21,13,21,20,20,20,22,15,20,18,21,23,25,25,22,20,27,16,20,14,20,22,17,16,17,22,14,13,16,18,17,13,18,17,15,16,21,21,18,18,17,18,18,19,22,17,18,18,0,22,15,12,12,25,8,11,11,2,9,8,7,6,7,5,8,11,13
H1,MI,0.5,ACTARIS,28,28,28,28,0,22,21,21,21,18,20,0,16,15,20,20,17,22,18,0,16,15,14,14,12,11,0,10,10,9,8,7,7,8,7,7,7,7,7,7,10,0,7,13,28,35,28,19,23,17,9,12,12,30,26,17,17,18,0,30,27,30,32,36,41,32,38,49,46,42,52,45,49,43,34,54,33,25,27,24,26,25,28,26
H3,MI,0.5,KENT,9,12,11,10,17,11,14,12,12,12,12,12,12,11,11,11,11,11,11,0,9,20,10,10,9,9,10,11,9,9,9,9,9,9,8,8,8,8,8,8,7,7,7,7,7,6,6,6,6,5,5,4,4,4,3,4,3,3,3,3,3,15,0,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4
H3,MI,0.5,ACTARIS,13,13,12,12,17,11,12,18,13,11,13,10,12,10,10,13,10,12,12,11,14,12,11,17,15,14,13,13,13,13,13,13,12,12,26,14,16,22,12,15,11,11,13,11,12,11,12,11,14,13,9,11,12,12,11,13,15,12,12,21,6,12,12,12,12,20,12,13,13,18,20,20,20,20,20,20,13,13,15,13,15,13,4,22
H3,MI,0.5,CICASA MMD-15 S,0,0,0,5,0,0,0,0,0,2,0,4,0,0,10,10,3,0,3,10,5,5,4,35,10,11,0,21,26,23,37,44,54,33,31,21,30,28,24,34,25,36,43,41,44,32,35,29,37,32,28,28,29,41,35,49,78,45,28,32,28,24,23,22,33,42,48,56,48,9,15,12,14,10,10,17,10,16,12,11,10,9,10,15
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,12,12,14,14,15,18,15,12,16,17,21,14,11,15,14,18,13,22,23,12,18,17,17,17,17,15,16,16,16,15,15,0,18,16,15,16,9,14,12,18,22,22,16,19,17,15,16,13,9,12,11,17,13,16,17,14,18,16,19,12
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,3,3,8,4,11,8,10,8,7,5,10,5,16,6,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,10,10,9,11,8,8,12,9,10,17,7,13,11,15,18,15,25,0,5,14
H3,SOCIAL,0.5,CICASA MMD-15 S,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,21,13,12,13,18,19,24,26,23,25,19,15,20,19,15,22,19,26,27,9,14,4,7,3,5,3,4,5,5,6,8,5,5,10,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,0,5,5,5,5,5,5,5,5
RG,MI,0.5,CICASA / DE LA UNET,10,9,11,8,14,9,9,10,8,9,7,7,8,7,7,10,9,9,10,9,7,7,9,7,6,8,6,8,7,9,8,6,8,7,8,6,10,7,7,10,7,11,10,11,6,9,8,6,8,6,6,8,11,14,13,12,9,8,7,6,12,29,8,5,8,11,10,7,6,7,14,6,7,7,5,8,5,7,10,8,9,17,9,6
MX,MI,0.5,NAN,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,10,10,10,0,16,19,19,25,20,20,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,23,23,23,23,23,22,22,22,22,22,22,23,24
H3,MI,0.5,MSDELAUNET,19,19,19,19,19,18,18,18,18,18,17,17,17,16,16,16,15,16,15,15,15,15,15,15,14,14,14,14,14,14,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,9,8,8,8,0,0,2,2,2,3,2,4,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,1
H3,MI,0.5,CICASA MMD-15 S,14,17,12,17,24,18,19,16,15,14,14,15,15,14,14,14,13,14,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,9,0,17,17,17,17,17,17,17,17,17,17,17,17,24,21,14,46,31,11,5,3,4,11,7,5,5,5,5,7,7,6,4,5,6,5,5,6,7,4,6,9,4
H3,MI,0.5,CICASA MMD-15 S,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,23,8,14,11,10,10,9,12,10,10,12,13,15,12,16,15,12,16,10,11,13,13,16,17,17,16,19,20,16,15
H1,MI,0.5,NAN,0,30,26,25,23,21,20,24,25,25,0,18,18,0,14,12,10,11,10,9,10,10,0,8,0,6,5,4,3,4,3,4,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10
H2,MI,0.5,MSDELAUNET,6,6,5,6,9,8,11,12,11,10,8,5,5,4,5,6,7,7,10,13,7,7,8,7,7,6,7,8,9,9,15,3,9,8,9,6,6,6,6,8,6,0,15,9,8,8,8,6,8,5,7,7,9,10,10,12,12,8,8,8,7,10,7,10,12,1,12,9,9,8,9,7,10,7,6,10,8,11,10,11,9,8,8,7
MX,MI,0.5,ACTARIS,30,23,14,23,38,33,39,15,16,21,14,13,16,11,16,16,14,15,15,16,16,14,14,7,16,6,8,15,13,12,21,22,22,19,15,15,18,15,25,27,21,26,21,19,32,28,20,16,12,18,7,9,10,10,9,11,22,17,17,14,24,23,12,11,18,14,12,23,12,12,10,12,8,9,8,12,10,9,1,17,11,11,11,8
